moisture_pct,lux,temperature,humidity_pct,pH,label,label_name
55.5,280,18.8,68.9,6.17,6,Light_Deficiency
90.2,882,24.9,86.4,5.52,2,Root_Rot_Risk
67.5,3185,24.2,61.9,6.73,0,Healthy
73.1,445,18.4,95.5,6.31,4,Fungal_Risk
69.6,5007,23.1,78.7,6.06,0,Healthy
67.0,4085,26.6,60.3,6.47,0,Healthy
65.1,4146,24.1,66.0,6.1,0,Healthy
48.2,6470,36.2,31.3,6.24,3,Heat_Stress
16.0,1939,23.9,49.4,6.0,1,Water_Stress
85.1,1328,20.5,91.6,6.23,2,Root_Rot_Risk
53.8,6701,36.6,28.8,6.22,3,Heat_Stress
63.9,4028,27.6,80.2,6.67,0,Healthy
95.8,483,25.9,89.6,5.96,2,Root_Rot_Risk
77.2,520,19.7,89.6,5.72,4,Fungal_Risk
14.3,6022,18.4,28.2,6.69,1,Water_Stress
33.7,2709,32.3,28.3,6.02,3,Heat_Stress
21.8,4917,22.4,34.6,6.11,1,Water_Stress
73.1,1297,24.0,93.7,6.36,4,Fungal_Risk
61.7,3431,20.0,64.7,5.42,5,Nutrient_Deficiency
48.6,1536,22.0,66.9,4.83,5,Nutrient_Deficiency
44.8,3779,19.8,56.0,4.53,5,Nutrient_Deficiency
63.0,273,15.3,67.9,6.72,6,Light_Deficiency
77.6,971,20.3,86.2,6.35,4,Fungal_Risk
61.3,538,18.6,96.3,6.47,4,Fungal_Risk
89.1,1210,25.7,85.8,5.86,2,Root_Rot_Risk
54.1,1723,19.9,64.4,4.69,5,Nutrient_Deficiency
65.5,669,20.5,56.9,6.09,6,Light_Deficiency
12.8,4606,24.3,54.8,6.74,1,Water_Stress
56.8,713,20.9,65.0,6.46,6,Light_Deficiency
26.1,3301,28.0,50.1,5.81,1,Water_Stress
44.9,5233,32.8,35.1,6.22,3,Heat_Stress
22.5,3522,27.9,40.2,6.76,1,Water_Stress
43.8,2891,20.1,55.2,5.21,5,Nutrient_Deficiency
71.1,568,18.6,94.9,6.43,4,Fungal_Risk
52.1,4494,33.8,28.0,6.25,3,Heat_Stress
54.6,706,24.1,63.7,6.07,6,Light_Deficiency
64.1,2741,22.5,52.5,4.68,5,Nutrient_Deficiency
66.7,613,21.0,92.3,6.51,4,Fungal_Risk
69.1,4361,25.3,59.9,5.99,0,Healthy
43.5,3505,37.1,30.4,6.04,3,Heat_Stress
72.0,697,21.5,94.7,6.78,4,Fungal_Risk
100.0,874,23.4,88.3,5.62,2,Root_Rot_Risk
41.2,4980,36.1,37.2,5.98,3,Heat_Stress
40.3,2758,19.9,52.0,4.94,5,Nutrient_Deficiency
27.2,5950,24.5,34.7,5.91,1,Water_Stress
61.4,3801,22.9,64.6,6.72,0,Healthy
52.9,579,18.5,70.0,6.11,6,Light_Deficiency
72.4,555,19.8,88.0,6.79,4,Fungal_Risk
33.1,1384,27.4,44.6,6.0,1,Water_Stress
63.5,4923,23.8,71.0,6.74,0,Healthy
17.7,4223,26.0,42.9,6.48,1,Water_Stress
62.2,4389,24.0,64.4,6.37,0,Healthy
62.4,262,18.7,57.9,6.54,6,Light_Deficiency
57.7,297,24.6,70.1,6.53,6,Light_Deficiency
65.7,3354,19.8,71.2,5.36,5,Nutrient_Deficiency
88.2,1263,24.9,87.5,6.75,2,Root_Rot_Risk
60.6,3502,26.1,65.9,6.39,0,Healthy
30.4,4793,22.9,42.4,6.22,1,Water_Stress
76.4,792,21.8,95.5,5.97,4,Fungal_Risk
32.9,3908,31.1,31.7,6.68,3,Heat_Stress
51.0,2171,18.5,55.8,5.13,5,Nutrient_Deficiency
60.3,4729,20.5,68.8,6.35,0,Healthy
60.7,782,16.1,57.3,6.21,6,Light_Deficiency
31.8,3784,31.4,45.0,6.63,1,Water_Stress
13.7,3554,30.7,36.4,6.21,1,Water_Stress
41.0,3281,21.2,74.0,4.51,5,Nutrient_Deficiency
98.1,1704,18.6,86.9,6.06,2,Root_Rot_Risk
27.6,1897,30.1,50.0,6.13,1,Water_Stress
74.7,818,21.9,88.9,6.48,4,Fungal_Risk
59.0,1813,23.7,72.8,5.26,5,Nutrient_Deficiency
44.7,4287,37.7,31.5,6.37,3,Heat_Stress
32.3,6330,42.3,36.4,6.31,3,Heat_Stress
74.3,801,22.8,94.3,5.93,4,Fungal_Risk
76.4,1319,23.1,89.7,6.29,4,Fungal_Risk
68.7,3253,27.4,63.8,6.38,0,Healthy
24.4,2396,23.2,34.5,5.99,1,Water_Stress
97.3,563,24.5,91.0,6.22,2,Root_Rot_Risk
63.4,1062,15.9,64.2,6.65,6,Light_Deficiency
55.2,2833,19.7,62.4,5.08,5,Nutrient_Deficiency
76.9,768,18.1,87.3,6.11,4,Fungal_Risk
86.3,1882,22.5,94.2,6.13,2,Root_Rot_Risk
72.1,986,18.9,85.2,5.83,4,Fungal_Risk
63.0,906,22.4,85.2,6.43,4,Fungal_Risk
42.3,3462,36.9,25.6,6.3,3,Heat_Stress
48.0,6580,37.2,23.5,6.63,3,Heat_Stress
22.1,2682,29.1,28.2,6.31,1,Water_Stress
10.5,5740,29.4,48.7,6.47,1,Water_Stress
51.5,426,23.3,72.9,6.6,6,Light_Deficiency
66.1,1326,20.6,98.3,6.59,4,Fungal_Risk
66.5,575,17.7,94.6,6.72,4,Fungal_Risk
65.8,3745,19.7,64.7,6.4,0,Healthy
28.9,3933,23.1,49.3,6.38,1,Water_Stress
71.4,3346,27.0,55.6,5.14,5,Nutrient_Deficiency
68.8,3044,22.3,69.0,5.29,5,Nutrient_Deficiency
88.4,1625,22.7,84.3,5.5,2,Root_Rot_Risk
67.4,4162,26.2,78.7,6.18,0,Healthy
63.6,884,19.0,73.9,6.27,6,Light_Deficiency
38.9,3847,39.9,29.7,6.34,3,Heat_Stress
27.0,5720,34.2,33.6,6.48,1,Water_Stress
43.1,1973,32.8,32.6,6.33,3,Heat_Stress
42.2,2980,19.7,72.6,4.95,5,Nutrient_Deficiency
33.4,2442,29.1,44.4,5.92,1,Water_Stress
65.6,336,21.7,64.0,6.83,6,Light_Deficiency
85.3,854,25.9,90.4,6.61,2,Root_Rot_Risk
64.7,296,19.7,72.8,6.37,6,Light_Deficiency
90.5,1951,22.6,86.8,6.97,2,Root_Rot_Risk
69.1,3025,18.7,59.2,6.34,0,Healthy
46.9,3594,25.9,54.9,4.94,5,Nutrient_Deficiency
61.8,4695,21.3,77.1,6.13,0,Healthy
62.0,3492,26.4,55.4,4.6,5,Nutrient_Deficiency
88.5,1067,22.5,80.5,6.42,2,Root_Rot_Risk
40.2,5671,35.9,22.9,6.58,3,Heat_Stress
53.0,434,22.7,55.3,6.13,6,Light_Deficiency
45.1,7004,40.4,28.6,6.46,3,Heat_Stress
32.7,5191,25.9,34.6,6.26,1,Water_Stress
63.0,4077,22.8,61.2,6.02,0,Healthy
30.5,5850,34.8,21.5,6.01,3,Heat_Stress
40.2,2239,25.7,58.4,5.17,5,Nutrient_Deficiency
67.4,4492,23.2,61.0,6.6,0,Healthy
28.2,5174,25.8,47.4,5.81,1,Water_Stress
61.4,4040,22.2,78.9,6.11,0,Healthy
87.5,620,23.3,93.1,6.03,2,Root_Rot_Risk
53.1,6813,37.2,20.7,5.89,3,Heat_Stress
17.5,2767,31.4,47.6,6.51,1,Water_Stress
62.3,617,19.0,62.8,6.27,6,Light_Deficiency
65.0,3885,23.8,80.7,6.42,0,Healthy
93.7,770,19.1,91.1,5.73,2,Root_Rot_Risk
20.4,2608,21.9,32.1,6.13,1,Water_Stress
98.8,1298,20.4,80.2,6.47,2,Root_Rot_Risk
92.5,778,24.2,84.5,6.83,2,Root_Rot_Risk
21.7,1691,30.4,52.1,6.74,1,Water_Stress
32.6,5600,41.0,31.1,5.85,3,Heat_Stress
87.1,1178,24.4,81.3,6.9,2,Root_Rot_Risk
69.3,3584,24.9,71.1,6.61,0,Healthy
62.3,3260,25.3,66.8,6.81,0,Healthy
62.1,4590,24.4,77.3,6.07,0,Healthy
62.7,425,22.6,61.7,6.45,6,Light_Deficiency
43.1,2561,34.7,24.8,6.47,3,Heat_Stress
39.4,6522,33.5,29.8,6.7,3,Heat_Stress
30.2,2405,27.1,48.7,6.59,1,Water_Stress
68.7,972,22.6,67.5,6.52,6,Light_Deficiency
62.5,4494,24.3,65.6,6.28,0,Healthy
94.9,1191,20.4,82.0,5.64,2,Root_Rot_Risk
69.5,537,22.6,56.8,5.85,6,Light_Deficiency
61.7,4894,25.2,62.9,6.14,0,Healthy
68.9,728,19.4,97.2,5.78,4,Fungal_Risk
46.3,6651,35.6,20.7,6.53,3,Heat_Stress
60.9,3465,27.1,67.7,6.06,0,Healthy
51.2,891,16.8,66.0,6.3,6,Light_Deficiency
10.5,3110,25.2,49.0,6.05,1,Water_Stress
11.8,3724,33.0,54.2,6.44,1,Water_Stress
66.7,4490,23.9,66.3,6.67,0,Healthy
63.1,709,23.5,98.0,6.58,4,Fungal_Risk
91.5,2066,23.8,91.0,6.59,2,Root_Rot_Risk
69.6,4819,22.9,63.0,6.37,0,Healthy
77.9,499,20.1,98.7,6.01,4,Fungal_Risk
60.0,634,18.3,90.6,5.92,4,Fungal_Risk
51.6,4334,33.4,31.7,6.6,3,Heat_Stress
94.0,1851,21.8,92.3,6.92,2,Root_Rot_Risk
46.9,4872,32.8,30.9,6.29,3,Heat_Stress
60.8,4889,21.8,69.5,6.53,0,Healthy
55.3,2300,18.9,67.7,4.94,5,Nutrient_Deficiency
58.9,617,15.1,65.0,6.52,6,Light_Deficiency
28.0,2216,24.6,32.8,6.12,1,Water_Stress
41.9,5699,40.3,29.8,6.56,3,Heat_Stress
86.5,1419,23.9,93.7,6.98,2,Root_Rot_Risk
43.6,3967,25.4,56.1,4.76,5,Nutrient_Deficiency
91.6,730,20.1,81.3,5.81,2,Root_Rot_Risk
40.6,3605,20.7,58.7,4.67,5,Nutrient_Deficiency
29.0,3593,35.4,41.9,5.82,3,Heat_Stress
17.0,2738,20.8,41.0,6.35,1,Water_Stress
61.3,3319,21.7,63.1,6.69,0,Healthy
65.6,4631,26.3,63.1,6.63,0,Healthy
11.1,3223,19.1,54.1,5.93,1,Water_Stress
62.5,4842,26.9,63.7,6.1,0,Healthy
79.9,514,21.7,94.4,5.9,4,Fungal_Risk
95.7,2004,19.4,91.5,6.11,2,Root_Rot_Risk
58.4,4017,23.2,71.8,5.02,5,Nutrient_Deficiency
73.4,903,21.2,99.4,6.7,4,Fungal_Risk
65.1,4538,27.6,76.4,6.3,0,Healthy
42.7,2846,23.0,70.2,4.81,5,Nutrient_Deficiency
87.5,952,24.4,93.1,5.76,2,Root_Rot_Risk
69.8,4514,21.6,65.2,6.13,0,Healthy
11.0,3791,33.0,31.6,6.79,1,Water_Stress
54.0,524,20.2,56.1,6.64,6,Light_Deficiency
47.2,3493,22.8,64.4,4.99,5,Nutrient_Deficiency
66.8,4131,24.9,62.5,6.7,0,Healthy
63.7,1832,25.5,68.7,4.67,5,Nutrient_Deficiency
57.2,2954,22.5,68.5,4.82,5,Nutrient_Deficiency
68.6,4024,20.1,63.2,6.46,0,Healthy
60.3,4128,20.9,66.9,6.19,0,Healthy
30.5,3012,32.1,36.9,6.55,1,Water_Stress
62.2,4665,20.6,61.9,6.21,0,Healthy
63.6,4433,23.0,63.8,6.29,0,Healthy
89.8,1494,18.9,83.0,6.51,2,Root_Rot_Risk
66.1,3704,19.4,66.2,6.3,0,Healthy
54.5,2915,26.0,68.1,4.55,5,Nutrient_Deficiency
30.8,3096,29.9,31.5,6.06,1,Water_Stress
68.9,1886,24.2,54.7,4.61,5,Nutrient_Deficiency
70.1,3168,20.5,54.8,5.02,5,Nutrient_Deficiency
69.7,978,24.4,58.4,5.97,6,Light_Deficiency
72.2,781,20.2,86.3,5.92,4,Fungal_Risk
48.1,3095,23.9,59.7,5.23,5,Nutrient_Deficiency
59.2,505,23.3,95.5,6.36,4,Fungal_Risk
93.6,1356,24.1,85.3,6.67,2,Root_Rot_Risk
69.5,712,21.0,99.9,6.63,4,Fungal_Risk
63.6,1510,25.7,62.5,4.91,5,Nutrient_Deficiency
65.1,933,23.1,87.8,5.87,4,Fungal_Risk
39.4,3204,38.2,28.9,5.87,3,Heat_Stress
71.0,852,21.6,90.3,5.94,4,Fungal_Risk
39.8,3056,33.8,30.0,5.96,3,Heat_Stress
53.0,3675,33.2,32.9,6.26,3,Heat_Stress
45.7,2872,34.0,33.8,5.96,3,Heat_Stress
33.9,2105,32.6,40.3,6.73,3,Heat_Stress
51.3,3266,18.6,55.1,4.64,5,Nutrient_Deficiency
65.3,3675,19.1,76.4,6.1,0,Healthy
51.2,5685,37.0,33.3,6.55,3,Heat_Stress
51.8,562,18.0,70.7,6.73,6,Light_Deficiency
63.5,4941,23.3,64.0,6.31,0,Healthy
16.1,3037,32.8,31.1,6.32,1,Water_Stress
96.2,1950,23.8,81.5,6.72,2,Root_Rot_Risk
55.6,754,17.2,70.1,6.69,6,Light_Deficiency
61.8,834,23.5,94.8,6.43,4,Fungal_Risk
71.1,1156,21.8,86.3,6.08,4,Fungal_Risk
50.1,2867,40.4,31.4,6.42,3,Heat_Stress
69.1,4218,26.1,69.5,5.99,0,Healthy
14.0,1402,22.7,38.4,6.33,1,Water_Stress
90.7,1734,23.9,84.4,5.97,2,Root_Rot_Risk
41.7,3428,33.8,22.0,5.98,3,Heat_Stress
93.6,1907,21.7,85.5,6.53,2,Root_Rot_Risk
60.5,4426,21.1,67.6,6.41,0,Healthy
97.4,1459,26.0,81.2,6.65,2,Root_Rot_Risk
20.1,6006,31.6,27.2,6.74,1,Water_Stress
87.0,955,23.3,87.6,6.23,2,Root_Rot_Risk
62.4,4044,25.3,66.2,6.37,0,Healthy
67.6,3317,25.8,67.1,6.16,0,Healthy
14.9,2893,22.0,32.0,5.72,1,Water_Stress
38.0,5502,39.9,35.2,5.91,3,Heat_Stress
35.1,2766,40.7,24.2,6.52,3,Heat_Stress
24.4,5045,30.9,49.7,6.05,1,Water_Stress
61.7,1419,21.1,91.5,6.66,4,Fungal_Risk
65.5,1075,18.6,84.9,5.8,4,Fungal_Risk
64.2,4185,17.5,62.2,6.11,0,Healthy
68.7,853,20.5,94.3,6.1,4,Fungal_Risk
62.8,3539,22.1,73.5,6.31,0,Healthy
52.2,460,25.0,60.2,5.93,6,Light_Deficiency
66.9,4561,20.5,77.6,6.67,0,Healthy
69.5,656,20.1,63.4,6.41,6,Light_Deficiency
66.3,808,20.6,69.2,6.66,6,Light_Deficiency
48.0,3350,33.3,32.6,5.89,3,Heat_Stress
46.5,4673,40.5,23.0,6.02,3,Heat_Stress
61.6,191,19.1,65.9,5.8,6,Light_Deficiency
72.0,1187,20.3,89.8,6.04,4,Fungal_Risk
13.3,2795,32.2,35.0,6.61,1,Water_Stress
25.8,3786,20.3,41.2,5.91,1,Water_Stress
92.4,891,21.2,84.3,6.83,2,Root_Rot_Risk
14.5,3600,25.5,32.3,6.25,1,Water_Stress
60.8,4896,24.2,70.9,6.23,0,Healthy
37.6,2623,37.0,28.6,6.52,3,Heat_Stress
68.3,3136,26.6,69.0,6.3,0,Healthy
99.3,665,24.7,82.0,6.27,2,Root_Rot_Risk
60.0,269,21.8,62.3,6.2,6,Light_Deficiency
77.9,1395,18.5,93.2,6.02,4,Fungal_Risk
61.7,4848,25.7,66.5,6.72,0,Healthy
15.3,2320,28.4,40.8,6.25,1,Water_Stress
60.2,4735,23.0,62.2,6.14,0,Healthy
63.5,2248,21.3,64.5,4.71,5,Nutrient_Deficiency
58.8,392,18.6,71.0,6.07,6,Light_Deficiency
18.1,5439,28.6,47.2,6.02,1,Water_Stress
27.0,3194,24.0,29.5,6.66,1,Water_Stress
61.9,1401,20.9,93.4,6.23,4,Fungal_Risk
60.8,3576,18.4,72.7,6.69,0,Healthy
79.8,400,22.3,93.8,5.95,4,Fungal_Risk
53.3,328,23.6,73.0,5.88,6,Light_Deficiency
11.9,6087,31.8,31.2,6.29,1,Water_Stress
76.0,610,24.0,99.7,6.3,4,Fungal_Risk
51.6,6099,39.1,22.5,6.38,3,Heat_Stress
41.7,2323,25.7,51.0,4.69,5,Nutrient_Deficiency
56.9,1009,21.9,67.5,5.96,6,Light_Deficiency
64.4,4718,24.9,80.1,6.3,0,Healthy
21.6,4289,32.4,35.2,5.83,1,Water_Stress
31.4,4841,24.5,31.6,6.47,1,Water_Stress
62.0,3682,19.5,76.9,6.06,0,Healthy
86.8,594,21.4,85.2,5.69,2,Root_Rot_Risk
25.3,4482,32.6,31.5,6.36,1,Water_Stress
10.8,4328,22.5,50.0,6.38,1,Water_Stress
58.0,3732,21.2,63.6,4.72,5,Nutrient_Deficiency
92.5,710,25.2,94.0,7.07,2,Root_Rot_Risk
64.7,104,19.9,74.2,6.54,6,Light_Deficiency
62.2,3733,21.3,75.4,6.59,0,Healthy
88.6,1264,23.0,85.6,6.08,2,Root_Rot_Risk
14.5,5767,27.9,43.1,6.54,1,Water_Stress
55.5,2134,24.7,72.0,5.12,5,Nutrient_Deficiency
67.8,3336,23.6,72.2,4.9,5,Nutrient_Deficiency
57.3,647,21.7,74.2,6.45,6,Light_Deficiency
66.5,3394,20.6,70.1,6.62,0,Healthy
52.6,377,24.8,56.3,6.66,6,Light_Deficiency
95.0,1627,25.3,82.7,6.26,2,Root_Rot_Risk
17.0,4197,23.1,42.1,6.01,1,Water_Stress
49.6,2457,38.1,28.8,6.44,3,Heat_Stress
96.3,1798,22.9,91.6,6.69,2,Root_Rot_Risk
58.3,2752,21.8,64.4,5.17,5,Nutrient_Deficiency
65.8,3773,22.9,78.7,6.14,0,Healthy
62.9,545,23.4,94.5,6.52,4,Fungal_Risk
62.6,950,16.7,55.1,6.75,6,Light_Deficiency
94.5,1956,22.7,89.4,6.26,2,Root_Rot_Risk
69.2,3575,23.0,69.0,6.18,0,Healthy
42.7,4935,40.5,28.4,6.36,3,Heat_Stress
53.1,177,23.4,69.8,6.13,6,Light_Deficiency
65.7,1458,20.1,86.8,6.16,4,Fungal_Risk
65.8,3910,20.8,79.7,6.27,0,Healthy
63.2,3175,19.7,75.9,6.58,0,Healthy
66.2,1032,21.9,96.1,5.95,4,Fungal_Risk
68.0,164,16.6,72.0,5.88,6,Light_Deficiency
76.9,1389,20.5,91.6,6.6,4,Fungal_Risk
66.9,518,17.4,66.7,6.23,6,Light_Deficiency
72.6,878,23.9,85.1,6.35,4,Fungal_Risk
59.9,517,16.5,63.8,6.32,6,Light_Deficiency
61.6,4402,23.7,66.4,6.13,0,Healthy
59.8,304,17.9,58.0,6.34,6,Light_Deficiency
72.8,804,23.8,98.3,6.44,4,Fungal_Risk
91.7,1763,22.9,95.6,6.13,2,Root_Rot_Risk
80.8,723,19.8,95.4,6.49,4,Fungal_Risk
38.0,2475,39.9,25.5,6.73,3,Heat_Stress
66.8,3700,24.1,62.4,6.2,0,Healthy
91.5,1448,21.9,86.0,5.57,2,Root_Rot_Risk
21.2,1941,28.9,26.9,6.02,1,Water_Stress
67.2,4328,25.7,70.6,6.06,0,Healthy
25.9,5952,31.5,28.5,6.8,1,Water_Stress
68.0,4966,22.7,71.7,6.73,0,Healthy
68.2,4866,17.8,63.5,6.46,0,Healthy
33.1,6503,38.7,20.6,6.42,3,Heat_Stress
48.3,1846,24.4,72.5,4.65,5,Nutrient_Deficiency
44.7,2490,35.2,37.2,6.23,3,Heat_Stress
70.3,2372,24.9,60.5,5.35,5,Nutrient_Deficiency
72.3,1188,20.9,95.1,6.07,4,Fungal_Risk
59.7,3421,25.7,74.0,5.11,5,Nutrient_Deficiency
97.1,1787,21.2,87.4,6.0,2,Root_Rot_Risk
32.8,3164,26.7,25.8,6.0,1,Water_Stress
50.0,283,16.4,61.3,5.96,6,Light_Deficiency
79.0,1265,18.8,96.2,5.87,4,Fungal_Risk
27.8,4785,26.8,28.7,6.73,1,Water_Stress
32.4,3052,29.4,32.4,6.1,1,Water_Stress
57.9,3055,22.9,51.0,4.9,5,Nutrient_Deficiency
54.4,607,18.2,62.4,6.2,6,Light_Deficiency
19.6,3213,18.3,46.7,6.7,1,Water_Stress
39.3,5828,34.7,28.0,6.8,3,Heat_Stress
64.6,3797,22.5,78.6,6.28,0,Healthy
69.4,4078,21.0,79.8,6.48,0,Healthy
16.0,2909,29.3,27.9,6.67,1,Water_Stress
17.0,4579,27.5,29.7,6.64,1,Water_Stress
93.3,1320,20.4,84.1,6.39,2,Root_Rot_Risk
98.6,1237,25.2,86.0,6.36,2,Root_Rot_Risk
67.7,3959,19.5,61.3,6.61,0,Healthy
74.2,671,21.6,86.0,6.72,4,Fungal_Risk
87.8,1094,20.4,84.5,5.91,2,Root_Rot_Risk
69.0,3906,20.8,80.2,5.99,0,Healthy
65.7,761,24.8,67.9,5.91,6,Light_Deficiency
28.6,5322,25.5,31.0,6.33,1,Water_Stress
61.4,849,21.9,57.7,6.68,6,Light_Deficiency
65.2,538,16.9,56.5,5.86,6,Light_Deficiency
48.4,2848,34.0,33.3,6.74,3,Heat_Stress
97.5,1591,21.3,83.8,6.55,2,Root_Rot_Risk
27.1,3404,34.8,42.3,6.49,1,Water_Stress
45.1,5370,41.7,35.7,6.38,3,Heat_Stress
62.5,1280,22.2,96.2,5.97,4,Fungal_Risk
55.0,978,17.3,65.1,6.35,6,Light_Deficiency
41.3,3659,33.4,32.7,6.3,3,Heat_Stress
67.7,3524,18.1,66.6,6.71,0,Healthy
41.6,4567,39.3,31.3,6.68,3,Heat_Stress
72.9,489,20.2,93.8,6.8,4,Fungal_Risk
35.3,6215,41.2,35.7,6.12,3,Heat_Stress
58.9,3709,21.3,56.7,4.77,5,Nutrient_Deficiency
64.2,1210,24.2,86.6,5.84,4,Fungal_Risk
61.5,4411,20.9,69.8,6.54,0,Healthy
67.8,707,21.3,97.5,6.79,4,Fungal_Risk
66.1,455,20.6,88.3,6.18,4,Fungal_Risk
59.1,255,21.9,91.8,6.73,4,Fungal_Risk
97.8,1179,21.3,84.2,6.74,2,Root_Rot_Risk
60.3,3293,19.4,61.9,6.81,0,Healthy
25.0,4720,23.7,48.5,6.88,1,Water_Stress
65.6,3257,20.6,60.3,6.61,0,Healthy
49.5,670,18.1,69.3,6.35,6,Light_Deficiency
64.4,4025,26.4,62.1,6.12,0,Healthy
33.6,6148,36.9,39.4,6.32,3,Heat_Stress
92.6,676,24.9,85.2,6.76,2,Root_Rot_Risk
69.4,4739,26.7,64.7,6.11,0,Healthy
90.2,705,25.4,90.7,6.36,2,Root_Rot_Risk
58.7,2132,26.0,63.7,5.43,5,Nutrient_Deficiency
47.6,2604,17.9,54.9,4.62,5,Nutrient_Deficiency
74.1,1379,22.4,96.9,6.71,4,Fungal_Risk
50.9,2741,26.7,62.8,5.02,5,Nutrient_Deficiency
47.0,3092,38.7,27.3,5.95,3,Heat_Stress
60.9,4031,25.4,65.2,6.24,0,Healthy
29.0,2610,27.7,26.5,6.14,1,Water_Stress
60.3,639,19.0,55.3,6.72,6,Light_Deficiency
45.8,3405,25.6,54.8,5.14,5,Nutrient_Deficiency
58.5,2409,20.9,50.7,5.09,5,Nutrient_Deficiency
93.3,1490,20.4,95.1,5.43,2,Root_Rot_Risk
85.7,1905,18.7,88.0,6.76,2,Root_Rot_Risk
61.4,4399,18.8,69.5,6.17,0,Healthy
86.4,1375,21.2,91.7,6.25,2,Root_Rot_Risk
51.3,572,24.1,57.2,6.34,6,Light_Deficiency
93.0,1829,25.2,89.9,6.21,2,Root_Rot_Risk
81.1,1295,19.2,91.1,6.04,4,Fungal_Risk
61.0,3417,25.3,67.1,6.17,0,Healthy
67.0,3861,25.5,62.8,6.76,0,Healthy
45.0,1766,21.2,52.8,5.16,5,Nutrient_Deficiency
61.0,4044,26.2,67.3,6.76,0,Healthy
68.1,4254,21.4,79.1,6.83,0,Healthy
49.4,3855,22.8,56.5,5.16,5,Nutrient_Deficiency
36.1,4791,32.5,34.7,6.14,3,Heat_Stress
99.9,1320,22.4,83.5,6.69,2,Root_Rot_Risk
54.7,2795,34.7,35.5,6.67,3,Heat_Stress
64.2,3369,26.4,73.4,6.26,0,Healthy
51.0,472,15.8,72.7,6.74,6,Light_Deficiency
33.3,5803,37.5,24.3,6.32,3,Heat_Stress
63.8,3817,26.4,64.0,6.77,0,Healthy
87.4,1004,17.7,93.4,6.02,2,Root_Rot_Risk
79.1,1412,18.2,96.9,6.09,4,Fungal_Risk
74.2,1244,20.5,94.8,6.36,4,Fungal_Risk
33.7,6584,37.7,37.5,6.78,3,Heat_Stress
87.7,1704,23.1,89.0,5.87,2,Root_Rot_Risk
18.6,2157,32.8,49.8,6.71,1,Water_Stress
63.8,4799,23.3,78.4,6.33,0,Healthy
16.1,1795,21.9,43.6,6.7,1,Water_Stress
67.9,301,24.0,85.4,6.78,4,Fungal_Risk
52.8,2216,34.8,24.0,6.04,3,Heat_Stress
14.5,5062,33.7,30.3,6.25,1,Water_Stress
89.0,885,22.1,84.9,6.22,2,Root_Rot_Risk
57.0,464,16.0,65.3,6.65,6,Light_Deficiency
53.4,4202,38.0,29.9,6.06,3,Heat_Stress
61.1,4988,20.0,75.4,6.48,0,Healthy
86.8,1707,22.5,82.4,6.28,2,Root_Rot_Risk
16.5,2701,29.3,34.5,6.0,1,Water_Stress
62.6,3038,21.5,64.6,6.68,0,Healthy
55.0,623,16.3,74.4,6.15,6,Light_Deficiency
97.3,1594,22.0,83.5,5.95,2,Root_Rot_Risk
79.4,991,23.0,86.5,6.56,4,Fungal_Risk
87.8,1291,20.0,81.6,6.03,2,Root_Rot_Risk
15.7,1442,35.0,30.8,6.02,1,Water_Stress
67.6,1464,22.1,94.3,6.28,4,Fungal_Risk
49.7,942,21.8,70.2,6.37,6,Light_Deficiency
62.2,3087,26.1,64.9,6.75,0,Healthy
63.5,1037,24.6,69.3,5.9,6,Light_Deficiency
23.5,4742,22.0,33.7,5.92,1,Water_Stress
66.4,4735,25.8,75.8,6.12,0,Healthy
62.1,3285,22.9,78.8,6.39,0,Healthy
21.7,3683,21.4,53.9,6.71,1,Water_Stress
33.1,2060,31.8,30.8,6.01,1,Water_Stress
69.0,4013,21.2,78.7,6.67,0,Healthy
64.5,3156,20.8,72.8,6.23,0,Healthy
69.9,4412,19.8,78.7,6.4,0,Healthy
10.8,3081,31.9,29.1,6.12,1,Water_Stress
65.1,633,24.6,90.5,6.01,4,Fungal_Risk
21.3,1795,23.0,47.9,6.02,1,Water_Stress
93.3,1763,23.3,92.7,5.91,2,Root_Rot_Risk
61.5,1294,25.1,90.7,5.91,4,Fungal_Risk
61.3,3588,19.8,64.4,4.69,5,Nutrient_Deficiency
70.4,3651,24.8,77.8,6.7,0,Healthy
62.5,584,22.0,69.6,6.16,6,Light_Deficiency
62.0,2008,19.2,73.8,4.85,5,Nutrient_Deficiency
95.4,1404,23.9,85.7,6.88,2,Root_Rot_Risk
63.2,4697,25.1,67.9,6.64,0,Healthy
69.4,3855,24.8,77.9,6.11,0,Healthy
56.2,569,23.2,73.5,6.09,6,Light_Deficiency
19.9,3350,21.1,29.1,6.62,1,Water_Stress
63.6,302,20.6,99.3,6.56,4,Fungal_Risk
51.9,5583,33.3,23.3,6.75,3,Heat_Stress
46.4,3014,38.7,23.1,6.72,3,Heat_Stress
91.9,1314,23.8,91.6,6.31,2,Root_Rot_Risk
54.6,2109,18.8,68.8,4.6,5,Nutrient_Deficiency
64.0,4546,20.4,77.2,6.68,0,Healthy
28.1,5549,30.6,55.4,6.43,1,Water_Stress
17.2,1504,18.8,43.9,6.05,1,Water_Stress
64.0,4688,25.4,67.2,6.21,0,Healthy
16.4,3261,27.8,44.5,6.38,1,Water_Stress
58.5,1888,21.9,71.3,5.12,5,Nutrient_Deficiency
37.0,5384,39.9,32.1,6.57,3,Heat_Stress
55.8,178,23.2,63.6,6.26,6,Light_Deficiency
