moisture_pct,lux,temperature,humidity_pct,growth_stage,label,label_name
69.1,1426,24.5,93.6,3,4,Fungal_Risk
11.7,4096,22.0,37.5,2,1,Water_Stress
73.3,1354,24.0,71.7,0,0,Healthy
32.6,4773,34.5,47.4,5,1,Water_Stress
59.0,4698,26.1,70.7,2,0,Healthy
45.9,464,25.1,72.0,5,6,Light_Deficiency
64.3,494,20.4,72.5,3,6,Light_Deficiency
86.9,2807,21.7,73.9,0,5,Over_Watering
97.5,1579,21.2,80.9,1,2,Root_Rot_Risk
57.7,2881,24.2,73.3,5,0,Healthy
30.2,6056,35.4,40.8,3,1,Water_Stress
77.8,1350,23.3,93.7,0,4,Fungal_Risk
51.4,1782,39.6,26.3,1,3,Heat_Stress
96.6,2698,27.5,88.2,0,5,Over_Watering
65.7,4413,26.1,61.0,2,0,Healthy
51.6,240,23.8,71.0,4,6,Light_Deficiency
25.7,2014,34.3,43.8,5,1,Water_Stress
8.7,5879,35.5,74.8,2,1,Water_Stress
88.2,3996,26.0,60.2,1,5,Over_Watering
96.1,616,22.3,78.6,2,2,Root_Rot_Risk
36.4,6004,18.8,61.1,1,1,Water_Stress
66.0,1317,22.9,88.5,4,4,Fungal_Risk
95.1,4457,20.6,75.3,1,5,Over_Watering
49.3,5524,39.1,35.2,4,3,Heat_Stress
32.3,2883,36.1,39.9,0,3,Heat_Stress
81.1,656,23.2,99.9,2,4,Fungal_Risk
74.1,1429,23.0,95.8,4,4,Fungal_Risk
56.9,4906,23.6,68.3,4,0,Healthy
38.8,2329,21.4,43.0,4,1,Water_Stress
99.1,1430,20.1,97.9,1,2,Root_Rot_Risk
51.8,634,24.7,49.0,4,6,Light_Deficiency
87.2,2462,24.5,63.1,4,5,Over_Watering
73.9,1459,18.5,86.4,2,4,Fungal_Risk
98.7,1662,24.8,98.8,2,2,Root_Rot_Risk
75.8,703,17.7,93.7,1,4,Fungal_Risk
61.5,1216,22.3,96.5,2,4,Fungal_Risk
40.3,5621,33.4,19.3,5,3,Heat_Stress
41.1,4294,42.2,37.3,4,3,Heat_Stress
47.4,3576,37.8,50.3,4,1,Water_Stress
16.1,5647,33.4,67.2,4,1,Water_Stress
66.2,255,22.0,52.3,4,6,Light_Deficiency
66.9,1035,20.5,98.9,0,4,Fungal_Risk
63.4,519,24.8,86.7,1,4,Fungal_Risk
55.4,3882,23.6,57.5,4,0,Healthy
30.3,4357,26.9,50.9,3,1,Water_Stress
90.6,3000,20.0,77.0,1,5,Over_Watering
90.4,549,23.8,78.7,0,5,Over_Watering
99.2,274,24.5,81.0,1,2,Root_Rot_Risk
68.5,4991,27.4,67.8,2,0,Healthy
55.5,120,15.4,78.6,0,6,Light_Deficiency
30.5,3591,39.2,35.6,2,3,Heat_Stress
23.2,3954,30.9,56.6,2,1,Water_Stress
36.5,1881,39.8,20.2,5,3,Heat_Stress
95.0,4893,24.6,74.8,1,5,Over_Watering
14.4,5179,37.4,56.6,1,1,Water_Stress
52.5,505,24.6,46.3,5,6,Light_Deficiency
93.0,1068,26.4,83.1,1,2,Root_Rot_Risk
70.3,885,15.9,76.3,0,6,Light_Deficiency
89.0,746,19.5,78.5,3,2,Root_Rot_Risk
55.2,3096,21.3,67.8,1,0,Healthy
93.1,3392,19.5,78.6,1,5,Over_Watering
53.9,3291,24.5,62.6,5,0,Healthy
93.6,2737,20.1,59.0,1,5,Over_Watering
89.8,288,18.2,79.0,4,2,Root_Rot_Risk
27.4,4453,42.9,32.7,5,3,Heat_Stress
58.6,947,16.5,65.2,3,6,Light_Deficiency
40.0,2321,42.6,27.7,3,3,Heat_Stress
15.4,5177,23.1,33.1,1,1,Water_Stress
68.3,3229,25.1,80.1,1,0,Healthy
34.1,3949,32.2,27.9,1,3,Heat_Stress
90.7,2504,22.6,64.5,2,5,Over_Watering
62.7,4563,24.9,63.7,2,0,Healthy
47.3,563,37.3,27.6,4,1,Water_Stress
56.1,4571,25.3,60.9,3,0,Healthy
90.7,1355,18.0,97.2,3,2,Root_Rot_Risk
43.1,3884,39.1,26.6,0,3,Heat_Stress
26.7,2018,25.6,44.4,1,1,Water_Stress
59.9,698,17.1,64.1,5,6,Light_Deficiency
53.9,4973,25.3,69.6,4,0,Healthy
94.2,1831,23.5,95.1,0,2,Root_Rot_Risk
27.3,3807,27.9,30.3,0,1,Water_Stress
89.1,777,18.7,97.2,3,2,Root_Rot_Risk
88.2,1308,23.0,87.0,2,2,Root_Rot_Risk
40.7,1865,33.9,45.5,4,1,Water_Stress
48.7,3645,32.8,33.8,0,3,Heat_Stress
92.5,1291,17.9,87.8,3,2,Root_Rot_Risk
65.1,5095,21.0,62.3,2,0,Healthy
54.3,4491,25.3,60.6,4,0,Healthy
51.7,5294,25.2,62.1,4,0,Healthy
65.0,633,17.0,79.8,3,6,Light_Deficiency
40.4,3528,37.3,34.3,5,3,Heat_Stress
28.7,3884,42.2,35.3,5,3,Heat_Stress
22.7,537,34.9,48.4,4,1,Water_Stress
52.5,163,16.4,63.1,3,6,Light_Deficiency
74.1,1936,23.7,74.6,0,0,Healthy
95.1,825,26.6,84.5,1,2,Root_Rot_Risk
45.4,456,20.6,76.8,4,6,Light_Deficiency
60.6,3853,26.8,66.6,2,0,Healthy
64.4,972,20.6,96.3,2,4,Fungal_Risk
45.5,2021,39.6,39.4,2,3,Heat_Stress
51.2,3074,25.8,60.8,5,0,Healthy
52.2,639,24.8,57.4,1,6,Light_Deficiency
23.6,3582,33.7,28.7,2,1,Water_Stress
49.6,1170,32.7,66.4,0,1,Water_Stress
62.9,3485,22.0,69.1,1,0,Healthy
61.9,706,25.5,86.6,2,4,Fungal_Risk
87.9,1574,20.8,93.8,2,2,Root_Rot_Risk
72.4,1087,22.2,80.1,0,0,Healthy
60.1,925,19.3,86.2,4,4,Fungal_Risk
67.9,389,17.2,93.2,3,4,Fungal_Risk
42.8,6825,33.3,28.7,5,3,Heat_Stress
88.1,1485,17.8,80.9,1,2,Root_Rot_Risk
39.4,3969,36.3,35.8,0,3,Heat_Stress
63.6,5248,19.7,61.5,3,0,Healthy
96.4,3786,20.2,56.2,3,5,Over_Watering
51.5,815,20.1,54.0,2,6,Light_Deficiency
8.9,5092,29.0,45.7,1,1,Water_Stress
35.9,6546,38.1,40.7,4,3,Heat_Stress
96.0,761,26.2,86.7,4,2,Root_Rot_Risk
99.9,752,26.7,87.6,4,5,Over_Watering
89.3,340,23.4,95.1,2,2,Root_Rot_Risk
99.0,2233,22.3,71.3,2,5,Over_Watering
26.4,5230,42.3,36.3,0,3,Heat_Stress
9.3,1282,21.5,37.3,5,1,Water_Stress
66.6,4460,23.6,64.1,2,0,Healthy
62.8,5015,25.2,61.3,2,0,Healthy
10.1,3330,24.1,37.4,2,1,Water_Stress
40.0,3930,19.4,60.5,5,0,Healthy
63.4,579,18.5,89.4,3,4,Fungal_Risk
89.9,1589,18.3,98.5,1,2,Root_Rot_Risk
90.0,1087,21.6,56.4,2,5,Over_Watering
70.6,859,22.9,92.6,2,4,Fungal_Risk
62.0,5025,24.4,57.5,3,0,Healthy
98.2,4043,24.5,63.6,2,5,Over_Watering
98.8,1832,24.6,83.3,1,2,Root_Rot_Risk
57.8,4694,23.3,55.7,4,0,Healthy
14.7,4949,21.6,63.3,3,1,Water_Stress
50.9,913,24.8,73.8,5,6,Light_Deficiency
87.2,4131,17.7,61.0,1,5,Over_Watering
52.8,4157,25.4,58.5,4,0,Healthy
89.1,4447,17.6,77.0,0,5,Over_Watering
89.0,3983,17.1,83.4,0,5,Over_Watering
53.0,4877,24.4,65.6,4,0,Healthy
54.7,4746,27.1,64.3,4,0,Healthy
21.7,4399,36.7,42.7,1,1,Water_Stress
54.9,3118,26.3,78.1,5,0,Healthy
52.9,4742,25.4,58.9,3,0,Healthy
95.7,1651,21.8,86.2,3,2,Root_Rot_Risk
52.8,2990,23.1,67.4,1,0,Healthy
93.0,2885,22.5,81.5,0,5,Over_Watering
25.8,2172,25.1,65.4,4,1,Water_Stress
90.3,1997,23.6,76.3,2,5,Over_Watering
86.7,3721,19.2,84.9,1,5,Over_Watering
72.6,899,20.3,71.0,3,6,Light_Deficiency
78.4,192,21.7,94.5,1,4,Fungal_Risk
99.4,4661,21.7,82.5,2,5,Over_Watering
64.1,520,17.6,92.2,0,4,Fungal_Risk
91.8,1661,18.5,97.7,1,2,Root_Rot_Risk
78.7,1315,24.8,99.3,3,4,Fungal_Risk
86.7,3188,20.5,60.5,0,5,Over_Watering
79.0,480,22.0,96.0,1,4,Fungal_Risk
29.6,3727,34.5,24.9,1,3,Heat_Stress
66.8,1436,18.2,86.5,3,4,Fungal_Risk
37.3,6992,34.3,37.8,4,3,Heat_Stress
36.8,3391,32.3,20.1,2,3,Heat_Stress
39.2,5622,34.3,28.1,0,3,Heat_Stress
55.2,3102,42.9,24.5,1,3,Heat_Stress
99.0,4917,18.2,79.9,1,5,Over_Watering
58.0,4619,27.0,63.0,4,0,Healthy
51.4,2193,37.5,19.5,4,3,Heat_Stress
50.6,615,23.0,72.4,3,6,Light_Deficiency
77.5,1490,22.1,68.4,0,0,Healthy
31.6,2558,32.6,63.4,3,1,Water_Stress
86.7,1529,20.1,90.0,3,2,Root_Rot_Risk
49.9,923,22.8,77.2,4,6,Light_Deficiency
78.1,741,22.3,86.9,4,4,Fungal_Risk
78.3,747,20.8,97.5,0,4,Fungal_Risk
36.6,3356,36.5,20.9,3,3,Heat_Stress
61.4,4315,24.4,80.0,2,0,Healthy
27.9,6380,32.7,25.4,5,1,Water_Stress
91.8,686,24.7,84.1,0,2,Root_Rot_Risk
42.8,6552,35.2,30.8,5,3,Heat_Stress
94.4,553,21.0,89.6,0,2,Root_Rot_Risk
43.5,3437,23.6,76.3,5,0,Healthy
89.9,1846,23.1,89.2,4,2,Root_Rot_Risk
26.7,3290,23.2,52.3,3,1,Water_Stress
87.4,428,17.9,86.4,0,2,Root_Rot_Risk
68.4,2682,28.3,63.2,1,0,Healthy
59.3,4464,23.6,64.6,2,0,Healthy
21.0,3846,28.9,28.4,4,1,Water_Stress
53.8,1782,42.1,27.7,1,3,Heat_Stress
42.9,5461,36.2,34.2,1,3,Heat_Stress
26.8,4543,24.3,65.7,1,1,Water_Stress
79.4,832,18.1,92.1,1,4,Fungal_Risk
68.7,1437,25.0,98.2,1,4,Fungal_Risk
55.8,3767,21.4,60.1,5,0,Healthy
61.8,885,24.9,87.9,1,4,Fungal_Risk
59.3,4354,25.7,54.1,3,0,Healthy
72.5,228,20.0,59.9,0,6,Light_Deficiency
62.6,2748,24.4,77.5,1,0,Healthy
53.3,100,24.0,46.2,2,6,Light_Deficiency
64.4,645,22.3,46.8,0,6,Light_Deficiency
44.4,2856,35.2,39.8,1,3,Heat_Stress
49.0,3560,37.6,28.6,2,3,Heat_Stress
47.9,751,17.3,51.3,5,6,Light_Deficiency
67.7,794,20.8,85.2,0,4,Fungal_Risk
28.7,2853,36.0,36.6,0,1,Water_Stress
28.3,2113,20.4,31.0,2,1,Water_Stress
97.1,504,17.5,79.4,0,2,Root_Rot_Risk
31.5,4193,31.2,42.4,2,1,Water_Stress
60.9,4899,26.2,52.6,3,0,Healthy
50.2,6173,37.2,37.7,3,3,Heat_Stress
62.7,5205,24.4,62.6,3,0,Healthy
95.8,1941,21.9,90.5,1,2,Root_Rot_Risk
59.1,581,16.1,55.4,3,6,Light_Deficiency
62.4,1277,22.2,97.7,1,4,Fungal_Risk
62.1,5362,22.1,64.2,3,0,Healthy
16.7,3967,31.7,45.9,0,1,Water_Stress
64.6,4293,26.0,54.0,3,0,Healthy
93.8,2247,23.2,86.1,1,5,Over_Watering
64.6,339,24.3,63.7,1,6,Light_Deficiency
20.6,1762,19.7,69.2,1,1,Water_Stress
32.4,5465,24.3,55.6,0,1,Water_Stress
72.4,1033,18.1,85.6,0,4,Fungal_Risk
40.0,2824,27.2,50.0,5,0,Healthy
71.6,572,21.5,98.6,3,4,Fungal_Risk
62.6,707,18.9,72.8,4,6,Light_Deficiency
9.1,1912,31.0,35.2,5,1,Water_Stress
74.1,1437,19.0,96.3,1,4,Fungal_Risk
40.2,4099,36.3,38.9,2,3,Heat_Stress
92.0,2314,27.5,70.4,1,5,Over_Watering
66.6,99,18.9,76.1,1,6,Light_Deficiency
65.9,4772,23.5,67.3,2,0,Healthy
28.5,4105,30.8,73.5,1,1,Water_Stress
27.1,6075,29.5,70.8,0,1,Water_Stress
63.0,4722,25.2,70.6,4,0,Healthy
99.2,1351,19.5,92.7,3,2,Root_Rot_Risk
17.7,5029,28.1,48.2,5,1,Water_Stress
32.5,2467,18.8,47.8,3,1,Water_Stress
94.4,4386,17.7,79.4,4,5,Over_Watering
99.0,273,20.6,90.3,3,2,Root_Rot_Risk
60.0,449,17.8,60.1,0,6,Light_Deficiency
76.3,1358,20.4,71.5,0,0,Healthy
95.0,1019,22.6,95.1,3,2,Root_Rot_Risk
9.7,5007,20.4,33.0,0,1,Water_Stress
91.5,1730,24.6,85.5,2,5,Over_Watering
93.8,3656,19.3,64.2,0,5,Over_Watering
46.3,274,22.5,50.2,3,6,Light_Deficiency
47.5,4679,23.8,70.1,4,0,Healthy
54.0,921,15.0,77.7,5,6,Light_Deficiency
87.7,1551,18.2,82.9,4,2,Root_Rot_Risk
25.4,621,32.3,47.2,2,1,Water_Stress
51.7,5714,40.7,20.3,1,3,Heat_Stress
99.0,1840,17.8,79.4,2,2,Root_Rot_Risk
91.8,4658,19.6,89.7,0,5,Over_Watering
40.0,3385,25.5,67.5,5,0,Healthy
69.0,608,21.7,86.3,2,4,Fungal_Risk
46.0,232,19.0,49.2,0,6,Light_Deficiency
87.0,485,18.6,79.6,3,2,Root_Rot_Risk
54.0,5228,22.0,67.0,4,0,Healthy
39.7,3855,41.8,22.9,4,3,Heat_Stress
57.0,973,17.7,48.4,0,6,Light_Deficiency
75.7,1070,20.8,92.1,0,4,Fungal_Risk
61.5,4477,23.0,64.0,2,0,Healthy
61.5,4601,19.8,59.9,3,0,Healthy
81.4,1225,20.6,86.4,1,4,Fungal_Risk
50.8,227,19.1,45.0,3,6,Light_Deficiency
76.8,994,19.4,98.6,0,4,Fungal_Risk
48.6,342,16.2,52.0,2,6,Light_Deficiency
62.4,372,19.7,92.4,4,4,Fungal_Risk
54.9,453,18.2,69.8,1,6,Light_Deficiency
62.4,3051,19.7,68.3,1,0,Healthy
74.6,569,15.2,77.8,1,6,Light_Deficiency
73.9,857,25.7,93.5,1,4,Fungal_Risk
89.7,1070,19.1,87.2,2,2,Root_Rot_Risk
66.4,790,22.8,96.8,2,4,Fungal_Risk
43.2,1180,42.5,27.7,3,3,Heat_Stress
53.4,3538,23.8,71.6,5,0,Healthy
93.5,1875,20.8,93.7,4,2,Root_Rot_Risk
30.2,5273,32.2,33.7,5,1,Water_Stress
60.5,4188,24.6,66.0,2,0,Healthy
12.4,1383,20.4,67.2,3,1,Water_Stress
53.5,3998,22.9,62.9,4,0,Healthy
78.8,1079,23.7,67.0,0,0,Healthy
34.3,4468,40.9,21.5,4,3,Heat_Stress
91.6,2937,22.2,55.3,0,5,Over_Watering
33.0,2500,40.6,27.9,0,3,Heat_Stress
94.2,3181,19.1,62.6,0,5,Over_Watering
79.6,294,23.0,98.9,2,4,Fungal_Risk
97.8,4221,23.7,60.7,2,5,Over_Watering
91.9,895,22.8,92.3,3,2,Root_Rot_Risk
20.5,3628,34.2,54.8,2,1,Water_Stress
68.5,852,22.7,63.0,4,6,Light_Deficiency
70.7,1047,19.9,89.1,3,4,Fungal_Risk
27.7,5042,27.5,29.2,0,1,Water_Stress
38.1,3262,31.0,59.6,4,1,Water_Stress
96.8,1931,21.9,57.8,2,5,Over_Watering
63.6,484,19.4,74.3,5,6,Light_Deficiency
18.2,5957,30.3,55.2,3,1,Water_Stress
31.8,4827,40.3,31.4,5,3,Heat_Stress
76.5,1786,23.2,65.5,0,0,Healthy
73.5,1697,22.9,74.5,0,0,Healthy
16.3,4676,22.1,36.8,3,1,Water_Stress
38.3,3798,37.5,44.5,4,1,Water_Stress
93.0,1081,23.4,99.8,3,2,Root_Rot_Risk
85.2,954,24.0,81.1,0,2,Root_Rot_Risk
75.6,1892,20.6,76.8,0,0,Healthy
71.1,440,22.1,95.8,2,4,Fungal_Risk
90.9,1638,17.4,96.1,1,2,Root_Rot_Risk
53.6,3346,20.3,67.4,5,0,Healthy
47.5,178,15.3,77.3,3,6,Light_Deficiency
22.8,3509,25.7,36.1,0,1,Water_Stress
45.5,622,14.8,64.9,0,6,Light_Deficiency
55.0,786,15.3,59.2,3,6,Light_Deficiency
38.9,6150,42.2,40.1,1,3,Heat_Stress
95.3,1279,23.1,81.1,4,2,Root_Rot_Risk
35.1,6402,26.9,36.3,4,1,Water_Stress
40.4,3807,37.4,19.2,4,3,Heat_Stress
72.9,228,17.4,92.0,2,4,Fungal_Risk
48.9,923,25.5,48.1,1,6,Light_Deficiency
47.7,3786,38.0,28.9,3,3,Heat_Stress
80.0,1645,23.3,68.3,0,0,Healthy
40.3,1850,41.7,38.4,1,3,Heat_Stress
68.3,350,26.0,95.5,4,4,Fungal_Risk
26.0,4977,36.8,40.0,1,3,Heat_Stress
92.7,503,25.4,58.2,1,5,Over_Watering
61.5,1414,21.7,90.8,0,4,Fungal_Risk
84.3,1104,20.0,68.0,0,0,Healthy
62.2,897,19.5,97.9,0,4,Fungal_Risk
78.4,1426,20.7,96.1,3,4,Fungal_Risk
77.3,594,20.9,93.4,4,4,Fungal_Risk
97.9,545,21.9,96.4,3,2,Root_Rot_Risk
47.4,3652,22.9,58.3,5,0,Healthy
13.1,3724,26.6,74.4,5,1,Water_Stress
57.6,4800,22.7,67.2,4,0,Healthy
48.3,540,16.7,62.9,2,6,Light_Deficiency
68.3,5005,26.2,74.4,2,0,Healthy
55.0,2133,39.7,27.0,4,3,Heat_Stress
95.7,1936,25.0,86.5,4,2,Root_Rot_Risk
40.0,3391,19.5,63.6,5,0,Healthy
93.3,996,25.6,87.0,1,2,Root_Rot_Risk
95.9,726,18.3,67.1,0,5,Over_Watering
99.4,3295,23.5,71.1,1,5,Over_Watering
79.6,1293,24.1,88.5,0,4,Fungal_Risk
89.8,860,23.7,58.6,0,5,Over_Watering
49.1,3887,37.9,20.3,0,3,Heat_Stress
70.8,1477,22.6,69.7,0,0,Healthy
15.4,913,21.4,43.3,4,1,Water_Stress
69.6,574,14.5,50.4,5,6,Light_Deficiency
98.3,4378,23.7,80.5,1,5,Over_Watering
96.3,4479,23.1,77.9,2,5,Over_Watering
90.5,1586,22.0,96.5,4,2,Root_Rot_Risk
97.2,489,19.8,96.9,3,2,Root_Rot_Risk
54.0,4597,22.1,65.3,4,0,Healthy
86.1,485,20.0,98.9,4,2,Root_Rot_Risk
46.2,686,21.6,63.8,3,6,Light_Deficiency
98.6,1219,26.3,98.5,2,2,Root_Rot_Risk
67.4,1192,25.9,86.9,4,4,Fungal_Risk
45.1,4790,23.2,57.6,4,0,Healthy
60.4,3066,24.0,59.7,1,0,Healthy
95.3,4930,24.1,65.2,4,5,Over_Watering
68.3,4594,25.0,60.7,3,0,Healthy
54.0,4713,24.8,70.1,5,0,Healthy
88.8,1891,24.7,55.9,1,5,Over_Watering
32.7,3000,41.1,31.2,0,3,Heat_Stress
85.9,353,22.2,88.1,1,2,Root_Rot_Risk
59.4,5808,37.9,20.3,0,3,Heat_Stress
57.8,4222,27.6,60.2,4,0,Healthy
52.6,584,15.1,70.5,0,6,Light_Deficiency
51.3,3594,38.0,35.7,4,3,Heat_Stress
62.0,4999,23.7,63.7,2,0,Healthy
100.0,1837,24.0,97.8,2,2,Root_Rot_Risk
75.6,968,24.7,95.8,2,4,Fungal_Risk
75.8,156,22.6,95.9,3,4,Fungal_Risk
29.6,5135,39.0,20.5,1,3,Heat_Stress
99.2,245,25.1,85.4,1,2,Root_Rot_Risk
14.6,6174,23.6,45.9,5,1,Water_Stress
54.2,3868,23.4,63.6,1,0,Healthy
15.5,3973,21.5,46.1,5,1,Water_Stress
77.3,694,21.6,99.8,4,4,Fungal_Risk
57.5,4399,39.1,18.1,2,3,Heat_Stress
13.5,3792,37.9,61.0,2,1,Water_Stress
98.4,1267,23.5,87.7,4,2,Root_Rot_Risk
50.9,984,19.6,45.3,0,6,Light_Deficiency
28.8,2985,41.4,19.0,3,3,Heat_Stress
56.8,5056,23.6,62.4,3,0,Healthy
86.7,1798,21.0,80.9,3,2,Root_Rot_Risk
43.2,1253,24.5,61.6,0,1,Water_Stress
40.0,3741,24.1,68.4,5,0,Healthy
74.7,892,23.3,72.2,1,6,Light_Deficiency
90.4,1169,24.0,85.3,1,2,Root_Rot_Risk
71.1,552,17.8,95.9,1,4,Fungal_Risk
98.7,1509,20.7,87.6,1,2,Root_Rot_Risk
10.9,5570,28.4,31.6,3,1,Water_Stress
67.5,1249,22.0,87.5,2,4,Fungal_Risk
65.3,887,24.6,52.8,5,6,Light_Deficiency
70.3,3951,19.6,62.0,1,0,Healthy
58.7,386,19.2,54.5,1,6,Light_Deficiency
15.2,5864,28.5,48.2,4,1,Water_Stress
52.0,4742,23.6,58.2,4,0,Healthy
60.8,2935,18.8,69.7,5,0,Healthy
17.3,5386,26.5,25.6,3,1,Water_Stress
20.4,6006,21.7,52.9,3,1,Water_Stress
68.5,3187,22.9,76.3,1,0,Healthy
44.9,3385,23.6,63.5,5,0,Healthy
46.3,4248,25.6,62.7,4,0,Healthy
15.1,5377,36.8,25.4,5,1,Water_Stress
72.3,977,21.5,86.6,0,4,Fungal_Risk
14.0,4796,27.2,38.6,0,1,Water_Stress
97.4,411,19.7,83.6,1,2,Root_Rot_Risk
78.2,817,21.6,85.6,1,4,Fungal_Risk
98.7,1024,22.1,75.5,0,5,Over_Watering
71.8,1714,20.9,72.6,0,0,Healthy
74.0,326,19.5,62.5,0,6,Light_Deficiency
89.1,4932,24.2,66.5,0,5,Over_Watering
87.2,320,21.9,91.4,3,2,Root_Rot_Risk
73.6,3142,19.9,71.0,1,0,Healthy
65.4,4590,21.8,66.3,4,0,Healthy
47.0,689,23.3,57.4,1,6,Light_Deficiency
20.7,4578,25.3,26.1,1,1,Water_Stress
81.5,1240,18.3,91.5,0,4,Fungal_Risk
26.7,2128,32.2,32.4,5,3,Heat_Stress
54.5,4626,36.0,32.1,0,3,Heat_Stress
95.5,201,25.5,86.1,3,2,Root_Rot_Risk
99.4,4724,24.3,68.6,0,5,Over_Watering
51.7,3664,22.0,63.8,1,0,Healthy
8.4,5693,30.1,58.0,1,1,Water_Stress
32.1,3371,28.0,53.3,1,1,Water_Stress
54.9,4567,26.7,58.0,4,0,Healthy
21.7,2556,31.5,29.2,3,1,Water_Stress
97.7,4921,27.7,64.8,0,5,Over_Watering
47.5,1056,39.5,40.0,5,3,Heat_Stress
71.8,288,14.9,60.9,4,6,Light_Deficiency
95.5,1610,24.6,87.2,0,2,Root_Rot_Risk
51.8,1662,37.1,35.8,4,3,Heat_Stress
13.2,667,30.3,54.8,1,1,Water_Stress
26.8,1340,31.6,52.4,2,1,Water_Stress
40.7,3907,23.0,75.8,5,0,Healthy
34.6,1764,39.5,25.1,0,3,Heat_Stress
97.0,3241,24.2,80.3,0,5,Over_Watering
74.8,521,22.3,98.0,3,4,Fungal_Risk
66.6,2804,21.8,64.7,1,0,Healthy
74.7,764,20.4,87.1,3,4,Fungal_Risk
59.0,3396,23.1,69.7,1,0,Healthy
35.1,6300,37.3,35.4,2,3,Heat_Stress
65.5,1202,19.7,94.4,3,4,Fungal_Risk
99.9,1939,24.5,90.4,1,2,Root_Rot_Risk
64.8,225,17.3,98.6,2,4,Fungal_Risk
8.7,5189,32.7,47.1,5,1,Water_Stress
33.2,2647,22.2,73.1,2,1,Water_Stress
95.9,662,21.3,95.6,4,2,Root_Rot_Risk
55.5,5150,28.2,59.0,4,0,Healthy
31.2,3780,26.6,73.3,3,1,Water_Stress
96.3,1733,18.0,61.4,1,5,Over_Watering
52.7,264,25.4,73.0,3,6,Light_Deficiency
54.7,4744,24.9,66.3,4,0,Healthy
92.6,3100,18.6,63.2,0,5,Over_Watering
96.1,1131,26.2,91.9,1,2,Root_Rot_Risk
50.6,6692,35.3,22.9,0,3,Heat_Stress
16.8,4190,23.5,71.4,4,1,Water_Stress
77.3,901,23.8,89.3,1,4,Fungal_Risk
26.8,4924,36.9,28.0,1,3,Heat_Stress
74.3,185,25.3,95.3,2,4,Fungal_Risk
51.0,3861,23.2,74.7,5,0,Healthy
46.1,2628,35.2,33.9,0,3,Heat_Stress
67.5,322,18.5,92.0,4,4,Fungal_Risk
53.2,632,14.9,78.1,2,6,Light_Deficiency
87.6,3411,19.4,61.5,0,5,Over_Watering
50.6,4295,39.6,33.3,4,3,Heat_Stress
28.6,2571,18.6,61.6,0,1,Water_Stress
49.7,3984,27.4,66.4,5,0,Healthy
68.7,4739,24.6,60.5,2,0,Healthy
50.6,988,17.2,64.1,4,6,Light_Deficiency
56.0,4920,24.0,61.1,4,0,Healthy
32.3,4050,32.5,19.2,4,3,Heat_Stress
89.3,316,19.5,81.1,1,5,Over_Watering
73.1,342,23.7,68.1,4,6,Light_Deficiency
82.8,1046,22.2,80.8,0,0,Healthy
98.1,775,26.2,88.7,0,2,Root_Rot_Risk
76.7,1789,22.2,63.4,0,0,Healthy
69.1,1309,23.2,98.7,4,4,Fungal_Risk
34.3,1761,31.8,63.8,2,1,Water_Stress
15.2,4982,24.3,27.9,1,1,Water_Stress
62.5,919,24.4,89.4,4,4,Fungal_Risk
25.5,6248,18.6,45.8,5,1,Water_Stress
28.2,5460,39.8,40.6,2,3,Heat_Stress
19.9,2633,33.2,30.6,2,1,Water_Stress
30.0,6392,39.2,23.5,2,3,Heat_Stress
68.3,772,16.3,56.5,1,6,Light_Deficiency
51.1,885,22.1,65.0,2,6,Light_Deficiency
62.6,825,19.9,51.5,0,6,Light_Deficiency
46.9,2190,19.0,53.7,0,1,Water_Stress
53.2,872,16.6,57.7,3,6,Light_Deficiency
77.7,617,25.9,91.3,4,4,Fungal_Risk
8.2,2793,27.5,52.6,3,1,Water_Stress
67.8,1167,22.2,90.0,2,4,Fungal_Risk
70.0,431,20.8,71.3,5,6,Light_Deficiency
93.5,1567,24.9,97.1,0,2,Root_Rot_Risk
67.9,688,17.8,69.6,0,6,Light_Deficiency
97.8,469,18.6,84.8,2,2,Root_Rot_Risk
91.3,4628,21.5,63.2,1,5,Over_Watering
15.7,6212,31.3,40.9,3,1,Water_Stress
91.6,1974,22.7,87.0,4,2,Root_Rot_Risk
35.0,4079,38.2,34.5,3,3,Heat_Stress
76.7,1308,25.9,92.8,0,4,Fungal_Risk
60.0,368,17.4,93.8,1,4,Fungal_Risk
32.3,3217,25.7,63.8,4,1,Water_Stress
68.6,417,21.1,98.3,3,4,Fungal_Risk
75.5,960,20.2,94.3,2,4,Fungal_Risk
65.3,896,18.7,46.1,2,6,Light_Deficiency
87.4,210,21.1,81.9,4,2,Root_Rot_Risk
28.0,2579,33.4,25.5,2,3,Heat_Stress
56.1,809,18.7,52.7,1,6,Light_Deficiency
91.7,2886,19.9,75.1,0,5,Over_Watering
94.2,290,19.1,95.4,3,2,Root_Rot_Risk
52.2,649,25.7,47.2,1,6,Light_Deficiency
94.2,683,19.5,78.9,0,5,Over_Watering
66.4,582,23.4,96.6,2,4,Fungal_Risk
50.4,662,25.9,59.2,1,6,Light_Deficiency
72.0,336,19.3,87.9,1,4,Fungal_Risk
71.3,110,14.5,51.4,1,6,Light_Deficiency
66.9,294,14.8,56.4,5,6,Light_Deficiency
97.5,4417,20.8,59.3,4,5,Over_Watering
35.7,5755,40.5,25.9,5,3,Heat_Stress
99.9,1421,17.0,96.7,4,2,Root_Rot_Risk
15.4,4788,23.0,50.8,1,1,Water_Stress
