moisture_pct,lux,temperature,humidity_pct,diagnosis
40.32,4017.79,39.38,38.12,Heat_Stress
10.84,3195.56,28.83,43.32,Water_Stress
65.62,3363.12,19.75,77.83,Healthy
66.86,514.79,23.41,60.05,Light_Deficiency
72.57,972.14,22.99,91.14,Fungal_Risk
62.17,836.46,18.29,73.45,Light_Deficiency
91.05,752.43,24.11,92.75,Root_Rot_Risk
90.68,1091.13,22.68,85.43,Root_Rot_Risk
43.09,3706.12,35.25,37.34,Heat_Stress
12.11,3203.3,19.0,54.77,Water_Stress
63.9,4862.4,22.07,69.12,Healthy
74.77,502.97,20.89,89.29,Fungal_Risk
51.84,3421.16,22.02,61.18,Nutrient_Deficiency
48.67,5017.15,36.95,26.98,Heat_Stress
24.44,3904.59,22.92,38.75,Water_Stress
60.12,4423.68,19.49,69.57,Healthy
13.23,2473.69,20.02,31.95,Water_Stress
21.81,404.88,21.13,67.86,Water_Stress
72.95,886.84,23.54,89.42,Fungal_Risk
20.32,2594.23,28.3,28.73,Water_Stress
62.49,4161.63,19.13,72.42,Healthy
45.86,6531.61,34.58,34.04,Heat_Stress
28.5,2111.9,29.58,58.22,Water_Stress
26.74,4406.72,18.47,57.99,Water_Stress
39.02,4731.3,37.47,26.91,Heat_Stress
31.19,3317.28,38.33,30.96,Heat_Stress
72.79,1377.63,19.87,94.97,Fungal_Risk
37.54,4966.09,36.41,30.57,Heat_Stress
23.4,3420.59,17.86,45.39,Water_Stress
46.79,4573.32,32.67,36.26,Heat_Stress
86.88,1271.27,20.7,85.56,Root_Rot_Risk
52.33,617.51,19.79,73.14,Light_Deficiency
63.1,469.19,17.93,80.37,Light_Deficiency
18.67,3257.7,16.43,49.51,Water_Stress
52.13,3385.59,24.15,71.21,Nutrient_Deficiency
53.94,3009.06,22.77,61.14,Nutrient_Deficiency
91.24,852.69,19.14,90.18,Root_Rot_Risk
57.05,504.21,21.75,59.75,Light_Deficiency
65.69,707.58,22.41,91.89,Fungal_Risk
40.38,2141.67,37.36,34.86,Heat_Stress
13.33,1367.28,13.51,66.69,Water_Stress
55.18,994.64,24.36,63.09,Nutrient_Deficiency
77.28,655.09,22.3,98.53,Fungal_Risk
45.75,5349.58,34.8,35.45,Heat_Stress
38.58,4661.68,32.79,22.1,Heat_Stress
68.11,3624.79,22.92,66.44,Healthy
11.36,3250.1,22.5,59.7,Water_Stress
92.68,865.3,23.31,94.34,Root_Rot_Risk
67.43,2055.91,19.91,61.24,Nutrient_Deficiency
69.0,577.97,21.84,90.64,Fungal_Risk
32.03,431.84,20.05,57.34,Water_Stress
62.08,3548.62,24.19,77.75,Healthy
40.89,2142.03,37.86,31.63,Heat_Stress
42.42,3491.95,39.57,28.13,Heat_Stress
42.73,3146.68,32.36,36.75,Heat_Stress
46.66,2352.3,34.83,23.65,Heat_Stress
65.35,2518.47,26.98,55.0,Nutrient_Deficiency
67.98,530.55,19.19,89.16,Fungal_Risk
50.42,3365.09,32.51,38.8,Heat_Stress
60.87,3677.23,20.29,72.62,Healthy
58.04,1822.32,21.73,62.59,Nutrient_Deficiency
39.84,2563.15,40.05,33.37,Heat_Stress
18.58,2878.46,24.62,65.22,Water_Stress
58.58,905.27,22.23,59.67,Light_Deficiency
45.63,1727.13,20.42,58.75,Nutrient_Deficiency
74.27,687.41,20.74,89.17,Fungal_Risk
60.61,648.26,21.44,77.9,Light_Deficiency
61.71,436.64,18.56,55.6,Light_Deficiency
58.14,991.45,23.86,76.39,Nutrient_Deficiency
47.45,2698.64,23.67,52.39,Nutrient_Deficiency
65.0,4187.35,21.95,72.39,Healthy
42.58,2947.14,35.84,36.82,Heat_Stress
67.94,3538.66,25.61,74.83,Healthy
88.01,1496.06,19.15,91.96,Root_Rot_Risk
11.91,1155.84,23.45,78.58,Water_Stress
46.96,2813.01,37.48,30.2,Heat_Stress
55.79,2543.94,25.98,70.51,Nutrient_Deficiency
58.6,2432.02,23.24,71.75,Nutrient_Deficiency
66.0,3818.87,20.22,71.86,Healthy
66.6,3588.29,24.12,72.57,Healthy
32.66,2405.61,29.58,69.01,Water_Stress
69.75,3207.47,20.41,72.99,Healthy
42.97,3049.24,35.69,33.54,Heat_Stress
57.06,1409.16,18.32,77.5,Nutrient_Deficiency
16.24,3817.93,28.73,47.92,Water_Stress
69.27,1458.6,22.02,90.54,Fungal_Risk
25.92,2371.92,20.11,38.31,Water_Stress
98.67,1623.62,20.52,90.74,Root_Rot_Risk
96.43,963.12,22.32,83.37,Root_Rot_Risk
48.72,1193.55,26.55,69.98,Nutrient_Deficiency
60.11,556.43,22.34,73.51,Light_Deficiency
23.61,3782.52,27.76,60.54,Water_Stress
78.69,988.0,20.75,90.84,Fungal_Risk
60.2,801.88,19.61,57.3,Light_Deficiency
63.83,849.94,26.76,57.68,Nutrient_Deficiency
41.58,5726.43,38.64,25.4,Heat_Stress
79.96,1386.13,21.86,94.09,Fungal_Risk
96.24,1104.19,19.36,86.78,Root_Rot_Risk
22.13,3981.63,22.17,77.38,Water_Stress
51.96,2818.64,21.34,65.94,Nutrient_Deficiency
62.94,137.77,15.77,74.43,Light_Deficiency
67.2,431.79,18.77,82.36,Light_Deficiency
66.37,3049.2,24.61,63.34,Healthy
25.18,3129.01,17.14,52.95,Water_Stress
37.32,4184.55,35.28,21.9,Heat_Stress
13.17,2086.55,28.0,35.07,Water_Stress
53.58,1048.1,20.82,71.92,Nutrient_Deficiency
90.32,979.68,25.96,86.32,Root_Rot_Risk
64.13,1983.36,24.4,78.67,Nutrient_Deficiency
46.58,1249.2,18.8,58.52,Nutrient_Deficiency
64.94,4187.03,23.98,72.06,Healthy
58.38,512.85,17.04,78.96,Light_Deficiency
54.64,2088.52,26.57,76.28,Nutrient_Deficiency
19.51,1516.57,18.32,34.99,Water_Stress
88.69,1170.07,23.73,90.72,Root_Rot_Risk
61.26,4027.67,24.48,68.08,Healthy
65.02,2433.37,21.77,76.47,Nutrient_Deficiency
28.88,3113.35,18.71,51.9,Water_Stress
91.91,1066.23,24.82,85.98,Root_Rot_Risk
27.23,3521.58,26.54,38.61,Water_Stress
63.37,972.69,24.7,92.32,Fungal_Risk
65.96,4237.69,20.37,67.87,Healthy
22.01,2289.12,23.13,66.09,Water_Stress
39.21,2374.75,33.77,30.37,Heat_Stress
67.48,3939.41,21.52,78.79,Healthy
61.7,899.63,18.84,61.61,Light_Deficiency
35.91,3027.34,34.91,23.76,Heat_Stress
67.21,3920.97,19.72,67.52,Healthy
72.71,1329.39,20.59,92.97,Fungal_Risk
69.11,803.77,23.07,88.85,Fungal_Risk
51.78,3669.47,41.16,28.61,Heat_Stress
24.06,1979.98,18.76,33.53,Water_Stress
61.61,875.53,21.92,68.59,Light_Deficiency
50.84,2276.15,22.37,70.64,Nutrient_Deficiency
42.73,4417.29,32.04,37.87,Heat_Stress
38.27,3096.78,35.21,25.76,Heat_Stress
72.03,575.19,19.19,90.66,Fungal_Risk
60.7,840.05,23.77,70.0,Light_Deficiency
63.33,3928.68,21.73,67.57,Healthy
67.04,4831.89,20.75,68.53,Healthy
22.49,2544.15,20.79,56.83,Water_Stress
70.43,869.79,21.9,92.28,Fungal_Risk
44.87,1223.29,21.27,53.73,Nutrient_Deficiency
72.0,803.81,21.69,93.88,Fungal_Risk
98.54,1162.65,22.86,83.4,Root_Rot_Risk
52.52,3570.94,22.27,65.98,Nutrient_Deficiency
66.66,851.26,21.45,89.35,Fungal_Risk
89.88,1282.74,24.22,88.82,Root_Rot_Risk
42.95,5160.46,35.64,32.39,Heat_Stress
70.92,956.35,19.22,93.92,Fungal_Risk
28.18,4114.85,28.97,69.97,Water_Stress
24.96,4931.49,30.04,53.02,Water_Stress
93.28,1220.78,25.75,83.01,Root_Rot_Risk
65.28,702.93,21.94,69.31,Light_Deficiency
96.1,1732.11,21.75,84.81,Root_Rot_Risk
17.74,973.77,26.56,62.76,Water_Stress
58.16,1922.84,20.58,70.47,Nutrient_Deficiency
64.47,423.92,24.3,64.22,Light_Deficiency
54.1,537.7,19.93,66.67,Light_Deficiency
94.21,928.85,22.21,89.64,Root_Rot_Risk
60.97,4063.6,23.73,74.35,Healthy
59.27,2893.99,19.95,80.47,Nutrient_Deficiency
92.16,1927.69,20.71,91.98,Root_Rot_Risk
66.68,3286.44,22.67,72.73,Healthy
58.38,578.89,15.21,70.7,Light_Deficiency
61.2,489.06,19.02,62.33,Light_Deficiency
67.13,3273.23,21.22,72.45,Healthy
89.08,1692.93,19.68,88.43,Root_Rot_Risk
59.56,2098.49,22.33,67.76,Nutrient_Deficiency
65.23,3299.89,22.11,66.63,Healthy
59.22,1184.07,18.67,70.95,Nutrient_Deficiency
27.88,1883.46,22.14,67.71,Water_Stress
91.21,1183.11,20.65,92.87,Root_Rot_Risk
61.35,307.71,21.51,45.71,Light_Deficiency
61.08,854.44,16.53,62.59,Light_Deficiency
21.48,6063.6,19.24,59.89,Water_Stress
60.53,411.73,20.75,55.8,Light_Deficiency
36.94,3986.09,40.01,29.62,Heat_Stress
37.74,2793.49,36.28,26.99,Heat_Stress
94.82,1750.47,23.89,88.57,Root_Rot_Risk
54.47,1831.27,23.53,67.56,Nutrient_Deficiency
22.03,4325.04,30.8,43.46,Water_Stress
68.79,1435.45,22.34,93.21,Fungal_Risk
60.51,3400.67,21.07,66.5,Healthy
55.83,1819.78,25.01,67.4,Nutrient_Deficiency
30.39,4270.02,30.72,59.25,Water_Stress
16.8,2030.16,15.52,62.22,Water_Stress
21.03,3418.96,20.13,51.69,Water_Stress
63.16,3644.56,19.03,69.34,Healthy
64.8,3165.27,20.52,74.34,Healthy
47.38,3246.61,33.8,29.01,Heat_Stress
65.01,3741.4,23.42,75.21,Healthy
95.84,1469.19,18.97,80.58,Root_Rot_Risk
58.97,1512.85,21.08,65.32,Nutrient_Deficiency
58.64,798.02,18.99,68.09,Light_Deficiency
51.64,5450.26,38.74,37.45,Heat_Stress
50.69,224.26,20.1,74.73,Light_Deficiency
59.06,406.74,18.93,49.59,Light_Deficiency
59.43,444.18,23.6,72.89,Light_Deficiency
51.76,383.29,21.59,67.99,Light_Deficiency
57.44,670.42,15.06,73.8,Light_Deficiency
93.77,1390.81,19.19,88.1,Root_Rot_Risk
44.36,5356.54,35.23,27.75,Heat_Stress
22.45,2128.51,24.99,51.38,Water_Stress
66.88,3245.6,23.26,71.43,Healthy
30.01,2553.22,28.57,53.49,Water_Stress
25.34,913.68,26.28,27.0,Water_Stress
87.57,1964.3,23.82,87.49,Root_Rot_Risk
26.17,2894.54,26.15,51.48,Water_Stress
55.19,610.59,23.09,61.47,Nutrient_Deficiency
64.84,996.53,23.0,67.52,Nutrient_Deficiency
23.75,4094.5,19.65,69.88,Water_Stress
55.72,1183.71,20.93,60.64,Nutrient_Deficiency
96.68,1708.33,22.52,87.49,Root_Rot_Risk
64.97,3778.93,22.88,67.55,Healthy
96.07,1384.24,19.58,82.84,Root_Rot_Risk
76.76,966.82,19.19,96.57,Fungal_Risk
31.15,2632.2,22.49,42.57,Water_Stress
61.83,362.68,20.64,62.39,Light_Deficiency
92.74,1030.95,20.18,82.71,Root_Rot_Risk
60.01,1626.07,25.11,73.11,Nutrient_Deficiency
24.05,3345.95,31.95,57.36,Water_Stress
71.94,948.97,19.41,88.22,Fungal_Risk
40.58,2683.82,35.21,27.2,Heat_Stress
13.57,3325.71,21.14,48.68,Water_Stress
48.94,4875.64,36.82,32.68,Heat_Stress
64.32,4626.56,21.49,69.16,Healthy
60.25,2691.32,22.05,60.68,Nutrient_Deficiency
49.6,644.73,22.75,64.94,Nutrient_Deficiency
73.48,964.36,20.25,88.35,Fungal_Risk
58.31,888.16,22.83,67.58,Light_Deficiency
37.53,2983.44,39.99,31.59,Heat_Stress
68.93,3826.47,21.93,67.11,Healthy
66.21,3912.57,22.42,71.88,Healthy
69.95,796.54,18.41,93.38,Fungal_Risk
13.2,4634.79,22.54,64.63,Water_Stress
64.93,4243.96,20.58,65.16,Healthy
62.87,3189.34,23.69,75.94,Healthy
14.28,1897.06,28.3,46.46,Water_Stress
22.86,3081.52,29.07,53.7,Water_Stress
19.32,3274.21,21.94,53.54,Water_Stress
90.2,703.15,19.68,84.29,Root_Rot_Risk
65.76,501.32,17.1,63.02,Light_Deficiency
64.44,847.56,17.61,62.95,Light_Deficiency
58.77,1154.23,19.16,58.39,Nutrient_Deficiency
21.8,5648.18,22.57,55.93,Water_Stress
68.99,1091.04,23.28,93.18,Fungal_Risk
46.41,7304.27,37.6,21.62,Heat_Stress
35.55,1220.17,37.78,29.36,Heat_Stress
23.9,3716.74,19.32,74.91,Water_Stress
57.82,404.82,21.54,63.63,Light_Deficiency
71.0,1388.99,23.73,94.21,Fungal_Risk
61.7,4731.08,26.76,69.05,Healthy
58.22,2303.06,23.55,82.65,Nutrient_Deficiency
62.65,1152.98,24.98,88.71,Fungal_Risk
63.54,4382.7,24.28,75.76,Healthy
50.33,2332.96,25.53,63.98,Nutrient_Deficiency
66.76,2527.83,19.18,63.9,Nutrient_Deficiency
64.59,534.82,19.84,92.71,Fungal_Risk
15.78,4784.86,24.79,34.03,Water_Stress
36.6,1087.41,36.84,23.6,Heat_Stress
16.96,3608.61,31.75,62.12,Water_Stress
59.8,697.04,22.14,79.69,Nutrient_Deficiency
66.37,2984.97,19.53,69.84,Nutrient_Deficiency
37.83,4666.11,35.09,28.49,Heat_Stress
93.73,1629.79,23.62,94.43,Root_Rot_Risk
27.07,2880.9,30.06,61.99,Water_Stress
44.42,1732.46,35.6,33.4,Heat_Stress
69.79,3951.34,22.08,73.38,Healthy
63.34,922.92,24.37,61.94,Light_Deficiency
41.29,3602.54,38.24,28.94,Heat_Stress
63.13,777.05,17.88,79.95,Light_Deficiency
91.41,1077.21,23.71,91.53,Root_Rot_Risk
89.22,1571.99,25.32,94.92,Root_Rot_Risk
74.03,774.77,23.2,90.56,Fungal_Risk
65.72,3416.41,22.11,65.27,Nutrient_Deficiency
65.85,681.91,22.01,89.19,Fungal_Risk
56.82,670.86,23.96,75.94,Light_Deficiency
24.39,3240.67,18.47,38.17,Water_Stress
33.91,1820.6,23.49,47.45,Water_Stress
42.78,3062.65,20.55,53.58,Nutrient_Deficiency
46.05,2779.12,21.4,78.1,Nutrient_Deficiency
25.08,3149.79,28.89,62.83,Water_Stress
75.38,1244.25,18.45,91.16,Fungal_Risk
92.32,1598.94,20.72,93.03,Root_Rot_Risk
47.67,1715.76,38.74,24.59,Heat_Stress
90.17,1577.81,23.79,90.23,Root_Rot_Risk
50.36,3016.44,33.48,27.53,Heat_Stress
38.31,3156.77,36.45,38.26,Heat_Stress
30.51,2148.81,37.34,27.53,Heat_Stress
31.93,5606.94,23.41,54.57,Water_Stress
72.54,1144.43,22.88,90.68,Fungal_Risk
54.51,387.86,24.33,71.56,Light_Deficiency
63.9,102.37,18.73,71.7,Light_Deficiency
51.24,681.76,22.46,66.27,Light_Deficiency
94.97,1848.94,21.16,84.88,Root_Rot_Risk
18.07,3429.0,25.56,58.18,Water_Stress
44.91,4635.36,35.82,23.97,Heat_Stress
56.65,2029.9,21.69,55.98,Nutrient_Deficiency
53.25,520.47,22.49,59.54,Light_Deficiency
79.79,838.38,20.95,91.63,Fungal_Risk
64.39,145.95,22.89,74.29,Light_Deficiency
53.52,253.11,24.17,66.49,Light_Deficiency
22.9,1151.22,26.19,59.63,Water_Stress
68.3,3041.1,20.58,70.18,Healthy
20.55,3473.93,24.91,48.93,Water_Stress
70.11,748.2,19.28,92.28,Fungal_Risk
26.02,3871.15,35.02,65.94,Water_Stress
65.15,3746.18,20.52,69.65,Healthy
20.6,2245.05,24.15,36.79,Water_Stress
29.84,3233.63,33.08,67.7,Water_Stress
68.63,4458.56,25.87,73.56,Healthy
65.13,4513.25,19.08,69.8,Healthy
42.73,2463.39,19.42,72.34,Nutrient_Deficiency
52.76,2552.68,24.66,42.53,Nutrient_Deficiency
38.65,5080.57,37.45,33.26,Heat_Stress
69.02,1189.07,22.87,91.18,Fungal_Risk
89.01,1183.26,22.18,85.23,Root_Rot_Risk
40.67,3383.0,41.63,37.32,Heat_Stress
70.9,376.14,23.65,88.71,Fungal_Risk
43.65,4922.0,38.91,31.5,Heat_Stress
65.3,3500.72,25.36,77.49,Healthy
72.95,816.52,24.21,93.27,Fungal_Risk
62.92,3658.16,18.93,72.39,Healthy
64.92,4383.81,26.51,70.53,Healthy
42.17,4422.44,39.72,39.98,Heat_Stress
62.62,693.41,23.93,75.87,Light_Deficiency
36.2,3642.96,40.21,21.79,Heat_Stress
89.41,1116.82,25.47,89.02,Root_Rot_Risk
50.63,1332.14,23.75,72.57,Nutrient_Deficiency
92.11,1033.51,21.63,85.36,Root_Rot_Risk
44.3,3032.92,35.53,37.87,Heat_Stress
31.94,2559.85,21.5,57.66,Water_Stress
64.88,4445.65,26.14,70.4,Healthy
65.11,4280.84,21.47,72.25,Healthy
62.76,3474.43,19.06,76.11,Healthy
89.67,1221.3,20.74,94.19,Root_Rot_Risk
27.74,3405.77,17.27,75.67,Water_Stress
91.4,1428.45,20.05,83.2,Root_Rot_Risk
56.06,3354.97,22.98,63.62,Nutrient_Deficiency
62.37,3841.0,22.12,68.53,Healthy
91.35,825.25,21.11,94.06,Root_Rot_Risk
20.51,3299.83,18.22,67.73,Water_Stress
21.41,4708.12,33.19,66.37,Water_Stress
45.75,1181.94,23.47,78.61,Nutrient_Deficiency
61.38,4310.07,21.98,66.21,Healthy
94.34,1931.27,24.72,89.45,Root_Rot_Risk
21.01,1798.77,37.95,21.03,Water_Stress
59.47,2536.39,25.53,64.27,Nutrient_Deficiency
65.73,4748.71,19.86,75.66,Healthy
22.68,4549.71,26.92,77.53,Water_Stress
92.52,585.78,24.23,88.24,Root_Rot_Risk
15.38,683.6,23.56,71.54,Water_Stress
51.76,2691.49,22.62,55.62,Nutrient_Deficiency
61.66,3259.69,24.51,70.91,Healthy
67.84,342.4,21.43,95.11,Fungal_Risk
64.69,3758.33,22.95,65.15,Healthy
99.47,1178.03,19.76,92.55,Root_Rot_Risk
18.69,2617.78,31.36,71.67,Water_Stress
59.16,809.19,18.31,71.89,Light_Deficiency
23.42,3209.92,19.33,69.47,Water_Stress
63.51,4272.83,23.01,72.85,Healthy
64.72,1661.62,19.79,67.9,Nutrient_Deficiency
74.25,831.88,24.71,91.57,Fungal_Risk
39.33,6986.6,32.88,36.48,Heat_Stress
69.99,3877.33,22.08,68.79,Healthy
69.38,4009.2,20.28,67.69,Healthy
60.31,833.8,19.69,70.96,Light_Deficiency
63.43,4116.37,19.45,70.34,Healthy
67.24,3467.3,25.18,73.86,Healthy
66.3,343.63,21.58,67.83,Light_Deficiency
59.42,682.2,22.23,64.16,Nutrient_Deficiency
61.23,2933.04,23.92,58.57,Nutrient_Deficiency
54.53,363.97,19.51,65.57,Light_Deficiency
61.18,768.11,18.89,67.02,Light_Deficiency
64.04,3278.92,26.23,64.36,Healthy
23.74,2272.99,21.8,35.06,Water_Stress
63.75,3752.8,22.45,71.75,Healthy
62.04,3541.78,20.88,49.79,Nutrient_Deficiency
43.26,3158.97,36.61,28.29,Heat_Stress
65.08,3332.79,26.28,68.92,Healthy
51.97,362.59,24.62,45.62,Light_Deficiency
67.48,320.6,23.2,55.29,Light_Deficiency
38.65,4047.24,37.31,38.54,Heat_Stress
95.17,1361.46,21.39,90.32,Root_Rot_Risk
46.45,4356.58,39.51,31.51,Heat_Stress
38.29,3629.76,39.0,23.6,Heat_Stress
55.94,651.34,17.83,69.83,Light_Deficiency
62.98,869.05,19.17,70.2,Light_Deficiency
61.48,4143.79,23.09,65.09,Healthy
45.65,2459.0,34.34,37.93,Heat_Stress
58.42,1557.6,21.7,65.61,Nutrient_Deficiency
18.56,2167.05,28.69,63.41,Water_Stress
59.73,1318.43,23.98,62.17,Nutrient_Deficiency
60.19,753.24,21.6,69.33,Light_Deficiency
65.69,698.9,19.73,93.9,Fungal_Risk
61.52,4164.9,18.6,63.83,Healthy
68.55,4211.55,21.86,67.69,Healthy
61.69,408.08,18.54,81.51,Light_Deficiency
63.95,1074.52,18.31,97.78,Fungal_Risk
61.39,557.01,23.43,79.94,Light_Deficiency
68.07,557.91,20.83,92.33,Fungal_Risk
68.64,799.78,22.86,94.6,Fungal_Risk
41.91,786.02,39.14,38.09,Heat_Stress
55.69,253.51,17.13,80.89,Light_Deficiency
96.11,1373.04,21.7,89.21,Root_Rot_Risk
32.82,1506.46,33.48,24.33,Heat_Stress
60.26,383.7,15.5,75.08,Light_Deficiency
60.95,3836.93,20.8,72.51,Healthy
63.85,694.4,19.79,63.22,Light_Deficiency
60.98,4066.72,20.87,64.66,Healthy
58.35,841.29,15.85,74.13,Light_Deficiency
52.59,1933.81,20.12,54.16,Nutrient_Deficiency
95.16,1500.19,23.02,94.56,Root_Rot_Risk
68.38,765.79,20.66,91.7,Fungal_Risk
62.39,675.44,21.83,95.68,Fungal_Risk
91.38,1213.67,22.58,89.99,Root_Rot_Risk
46.85,5080.48,38.54,38.37,Heat_Stress
58.35,2693.26,20.28,48.31,Nutrient_Deficiency
61.82,4485.38,22.53,65.04,Healthy
66.03,4625.0,22.87,69.24,Healthy
46.33,4495.55,40.88,29.93,Heat_Stress
23.02,1704.23,22.25,49.65,Water_Stress
54.47,3360.43,34.14,23.86,Heat_Stress
59.5,825.73,19.42,66.75,Light_Deficiency
66.71,4049.51,22.3,76.88,Healthy
70.34,636.61,21.11,88.68,Fungal_Risk
58.23,567.63,19.24,58.86,Light_Deficiency
60.99,3748.89,21.53,70.15,Healthy
67.6,3814.95,23.78,60.18,Healthy
61.03,664.72,19.62,71.13,Light_Deficiency
64.55,965.92,20.5,95.91,Fungal_Risk
65.52,4557.68,20.11,75.99,Healthy
16.61,2286.98,23.15,46.86,Water_Stress
54.68,712.25,22.35,74.73,Light_Deficiency
30.94,4919.46,36.19,31.95,Heat_Stress
72.63,1268.9,21.27,92.51,Fungal_Risk
94.21,680.71,21.12,84.7,Root_Rot_Risk
88.12,1358.73,25.61,85.96,Root_Rot_Risk
88.72,1460.74,21.17,81.5,Root_Rot_Risk
69.05,620.96,21.89,67.26,Light_Deficiency
70.32,965.5,22.6,94.57,Fungal_Risk
59.49,159.81,18.6,48.81,Light_Deficiency
64.34,3969.99,24.17,72.44,Healthy
61.95,427.71,23.34,61.26,Light_Deficiency
92.38,1504.81,20.99,91.16,Root_Rot_Risk
63.82,4057.21,24.05,73.19,Healthy
56.06,577.41,23.97,79.05,Light_Deficiency
63.89,553.42,20.08,74.2,Light_Deficiency
69.03,248.38,17.82,52.72,Light_Deficiency
48.2,4847.62,35.39,39.26,Heat_Stress
18.69,1571.58,15.08,39.19,Water_Stress
91.57,1470.81,22.68,89.77,Root_Rot_Risk
72.52,1170.33,19.64,97.6,Fungal_Risk
57.13,761.83,15.62,40.8,Light_Deficiency
65.79,4011.71,21.55,73.55,Healthy
89.66,1089.85,22.8,85.96,Root_Rot_Risk
39.94,2871.54,33.95,33.27,Heat_Stress
21.77,3344.02,27.85,60.46,Water_Stress
23.2,1275.71,24.63,58.81,Water_Stress
35.73,5673.34,35.15,31.83,Heat_Stress
93.37,996.63,22.67,85.33,Root_Rot_Risk
57.84,317.76,16.68,69.23,Light_Deficiency
70.27,1250.3,19.51,89.6,Fungal_Risk
19.94,1278.77,14.56,54.83,Water_Stress
22.26,1761.5,25.21,38.17,Water_Stress
12.85,3113.51,19.32,44.22,Water_Stress
88.94,1164.74,22.6,89.08,Root_Rot_Risk
49.15,3840.39,36.97,26.36,Heat_Stress
52.69,914.93,22.19,80.61,Nutrient_Deficiency
90.21,1509.11,22.32,90.8,Root_Rot_Risk
61.03,4914.61,19.71,76.47,Healthy
45.68,1735.62,20.29,62.2,Nutrient_Deficiency
67.63,4055.25,20.15,64.93,Healthy
52.97,523.01,18.53,58.48,Light_Deficiency
47.07,3204.99,33.81,34.07,Heat_Stress
68.58,644.12,21.31,94.29,Fungal_Risk
23.32,2891.95,19.13,47.06,Water_Stress
58.82,358.57,19.0,67.92,Light_Deficiency
22.21,4899.81,18.76,50.85,Water_Stress
39.33,2632.44,34.82,22.24,Heat_Stress
97.81,1519.15,19.85,88.65,Root_Rot_Risk
65.14,4162.14,23.04,69.99,Healthy
63.69,3367.21,25.1,72.88,Healthy
71.93,518.05,22.18,89.33,Fungal_Risk
50.34,888.71,20.27,75.15,Light_Deficiency
72.1,1300.43,23.8,89.86,Fungal_Risk
71.28,903.32,20.22,86.6,Fungal_Risk
16.34,3811.11,25.26,22.13,Water_Stress
47.44,1554.29,22.62,69.08,Nutrient_Deficiency
41.07,6185.38,39.16,21.53,Heat_Stress
57.62,2304.76,20.95,63.78,Nutrient_Deficiency
68.31,3709.44,21.01,77.45,Healthy
93.71,1537.71,21.54,86.48,Root_Rot_Risk
35.57,3787.01,35.35,26.27,Heat_Stress
23.46,4413.33,25.9,57.73,Water_Stress
66.63,4089.65,21.11,66.32,Healthy
61.18,2785.69,25.82,62.88,Nutrient_Deficiency
65.84,3386.92,25.31,63.48,Healthy
21.06,2857.38,17.64,33.94,Water_Stress
56.95,970.06,19.72,59.58,Light_Deficiency
65.98,3961.32,20.14,73.93,Healthy
71.21,937.89,22.54,89.43,Fungal_Risk
45.89,3212.51,38.91,30.36,Heat_Stress
21.89,4345.47,19.88,29.9,Water_Stress
61.38,640.71,18.25,61.86,Light_Deficiency
91.26,1898.22,22.42,88.19,Root_Rot_Risk
63.98,1117.77,21.67,59.72,Nutrient_Deficiency
68.58,3547.89,25.86,75.81,Healthy
52.26,103.96,21.71,62.09,Light_Deficiency
54.41,2742.42,21.78,55.28,Nutrient_Deficiency
58.39,1721.88,22.26,58.36,Nutrient_Deficiency
70.18,866.94,22.23,91.4,Fungal_Risk
95.75,1304.59,23.09,85.39,Root_Rot_Risk
61.42,383.44,20.65,90.25,Fungal_Risk
57.45,245.1,24.83,74.26,Light_Deficiency
57.84,475.57,18.8,53.99,Light_Deficiency
24.27,3635.41,22.83,56.21,Water_Stress
18.85,4281.43,23.13,60.45,Water_Stress
49.4,633.57,25.01,60.54,Nutrient_Deficiency
61.96,4893.34,21.6,65.85,Healthy
15.02,3391.98,17.86,48.46,Water_Stress
66.36,546.73,15.91,59.26,Light_Deficiency
62.67,4466.05,21.03,71.13,Healthy
45.81,2663.4,36.31,39.14,Heat_Stress
65.48,4289.85,19.45,68.76,Healthy
67.26,391.12,19.89,54.63,Light_Deficiency
66.76,4436.73,21.15,64.36,Healthy
86.56,879.35,22.57,92.77,Root_Rot_Risk
56.19,711.86,21.32,54.48,Light_Deficiency
65.73,4778.1,21.2,64.74,Healthy
66.1,1121.59,19.34,91.78,Fungal_Risk
71.29,1211.3,20.44,95.7,Fungal_Risk
26.89,3135.69,21.8,66.92,Water_Stress
34.22,2784.36,38.49,24.95,Heat_Stress
60.95,4273.69,23.69,71.77,Healthy
70.67,828.51,23.0,89.45,Fungal_Risk
40.92,2720.08,35.6,25.57,Heat_Stress
63.69,4736.76,24.18,67.43,Healthy
51.0,1485.48,19.96,59.17,Nutrient_Deficiency
63.13,1198.76,23.21,78.59,Nutrient_Deficiency
43.78,3134.14,33.2,28.66,Heat_Stress
20.58,2665.81,30.03,46.42,Water_Stress
61.06,4432.9,21.88,77.85,Healthy
64.09,4286.51,26.35,69.42,Healthy
63.98,2222.53,24.36,59.94,Nutrient_Deficiency
66.71,4194.58,25.27,66.95,Healthy
53.78,806.73,18.37,74.62,Light_Deficiency
49.96,5109.97,41.84,29.3,Heat_Stress
61.98,412.02,22.61,75.98,Light_Deficiency
64.46,1118.12,23.0,93.78,Fungal_Risk
12.28,3199.86,27.5,48.87,Water_Stress
45.76,3715.02,36.64,35.49,Heat_Stress
12.93,3158.74,24.72,63.63,Water_Stress
62.61,282.64,23.95,64.44,Light_Deficiency
